fecha;provincia;casos_confirmados;nuevos_positivos;altas;fallecimientos;codigo_ine;Posicion
2021-03-09;Soria;8939;15;1120;261;42173;41.666667,-2.666667
2021-03-09;Valladolid;47730;41;6570;1081;47186;41.583333,-4.666667
2021-03-09;Zamora;12679;4;1840;415;49275;41.75,-6.0
2021-03-08;Ávila;11932;2;1663;327;5019;40.616092,-4.929031
2021-03-08;León;37307;8;4844;1115;24089;42.666667,-6.0
2021-03-08;Zamora;12675;5;1840;415;49275;41.75,-6.0
2021-03-08;Burgos;31037;26;3533;656;9059;42.383333,-3.666667
2021-03-08;Palencia;17713;3;2059;421;34120;42.432128,-4.520647
2021-03-08;Salamanca;30001;27;3790;813;37274;40.833333,-6.0
2021-03-08;Segovia;15446;5;1716;351;40004;41.166667,-4.0
2021-03-08;Soria;8924;19;1110;259;42173;41.666667,-2.666667
2021-03-08;Valladolid;47689;11;6560;1079;47186;41.583333,-4.666667
2021-03-07;Ávila;11930;2;1663;327;5019;40.616092,-4.929031
2021-03-07;Palencia;17710;7;2058;420;34120;42.432128,-4.520647
2021-03-07;Segovia;15441;6;1716;351;40004;41.166667,-4.0
2021-03-07;Valladolid;47678;16;6554;1074;47186;41.583333,-4.666667
2021-03-07;Zamora;12670;2;1840;415;49275;41.75,-6.0
2021-03-07;León;37299;36;4844;1115;24089;42.666667,-6.0
2021-03-07;Soria;8905;8;1109;259;42173;41.666667,-2.666667
2021-03-07;Burgos;31011;41;3529;655;9059;42.383333,-3.666667
2021-03-07;Salamanca;29974;6;3788;812;37274;40.833333,-6.0
2021-03-06;Segovia;15435;11;1716;351;40004;41.166667,-4.0
2021-03-06;Valladolid;47662;40;6550;1072;47186;41.583333,-4.666667
2021-03-06;Burgos;30970;49;3528;655;9059;42.383333,-3.666667
2021-03-06;Salamanca;29968;21;3787;811;37274;40.833333,-6.0
2021-03-06;Ávila;11928;6;1662;326;5019;40.616092,-4.929031
2021-03-06;León;37263;34;4843;1115;24089;42.666667,-6.0
2021-03-06;Palencia;17703;19;2057;419;34120;42.432128,-4.520647
2021-03-06;Soria;8897;25;1105;258;42173;41.666667,-2.666667
2021-03-06;Zamora;12668;6;1840;415;49275;41.75,-6.0
2021-03-05;Ávila;11922;7;1660;326;5019;40.616092,-4.929031
2021-03-05;Burgos;30921;49;3522;654;9059;42.383333,-3.666667
2021-03-05;Salamanca;29947;18;3774;811;37274;40.833333,-6.0
2021-03-05;Valladolid;47622;41;6536;1072;47186;41.583333,-4.666667
2021-03-05;Soria;8872;28;1096;256;42173;41.666667,-2.666667
2021-03-05;Zamora;12662;1;1837;414;49275;41.75,-6.0
2021-03-05;León;37229;29;4834;1114;24089;42.666667,-6.0
2021-03-05;Palencia;17684;15;2051;419;34120;42.432128,-4.520647
2021-03-05;Segovia;15424;11;1713;351;40004;41.166667,-4.0
2021-03-04;Ávila;11915;4;1657;324;5019;40.616092,-4.929031
2021-03-04;León;37200;64;4821;1112;24089;42.666667,-6.0
2021-03-04;Segovia;15413;12;1712;351;40004;41.166667,-4.0
2021-03-04;Zamora;12661;7;1833;413;49275;41.75,-6.0
2021-03-04;Palencia;17669;9;2048;419;34120;42.432128,-4.520647
2021-03-04;Salamanca;29929;18;3771;811;37274;40.833333,-6.0
2021-03-04;Soria;8844;19;1088;254;42173;41.666667,-2.666667
2021-03-04;Burgos;30872;67;3519;653;9059;42.383333,-3.666667
2021-03-04;Valladolid;47581;41;6524;1067;47186;41.583333,-4.666667
2021-03-03;Palencia;17660;8;2042;418;34120;42.432128,-4.520647
2021-03-03;Salamanca;29911;38;3756;810;37274;40.833333,-6.0
2021-03-03;Zamora;12654;5;1831;413;49275;41.75,-6.0
2021-03-03;Ávila;11911;6;1655;323;5019;40.616092,-4.929031
2021-03-03;León;37136;45;4806;1110;24089;42.666667,-6.0
2021-03-03;Valladolid;47540;40;6508;1066;47186;41.583333,-4.666667
2021-03-03;Burgos;30805;49;3516;652;9059;42.383333,-3.666667
2021-03-03;Segovia;15401;7;1710;351;40004;41.166667,-4.0
2021-03-03;Soria;8825;22;1085;253;42173;41.666667,-2.666667
2021-03-02;Burgos;30756;62;3501;652;9059;42.383333,-3.666667
2021-03-02;Soria;8803;23;1079;250;42173;41.666667,-2.666667
2021-03-02;Valladolid;47500;48;6491;1064;47186;41.583333,-4.666667
2021-03-02;Zamora;12649;10;1830;413;49275;41.75,-6.0
2021-03-02;Ávila;11905;10;1653;323;5019;40.616092,-4.929031
2021-03-02;León;37091;65;4800;1110;24089;42.666667,-6.0
2021-03-02;Palencia;17652;15;2030;416;34120;42.432128,-4.520647
2021-03-02;Salamanca;29873;42;3738;808;37274;40.833333,-6.0
2021-03-02;Segovia;15394;5;1707;351;40004;41.166667,-4.0
2021-03-01;Valladolid;47452;22;6474;1061;47186;41.583333,-4.666667
2021-03-01;León;37026;15;4787;1107;24089;42.666667,-6.0
2021-03-01;Segovia;15389;19;1702;351;40004;41.166667,-4.0
2021-03-01;Ávila;11895;3;1647;323;5019;40.616092,-4.929031
2021-03-01;Burgos;30694;40;3497;651;9059;42.383333,-3.666667
2021-03-01;Palencia;17637;9;2027;415;34120;42.432128,-4.520647
2021-03-01;Salamanca;29831;6;3732;808;37274;40.833333,-6.0
2021-03-01;Soria;8780;28;1072;249;42173;41.666667,-2.666667
2021-03-01;Zamora;12639;2;1828;412;49275;41.75,-6.0
2021-02-28;Ávila;11892;0;1647;323;5019;40.616092,-4.929031
2021-02-28;Segovia;15370;8;1702;351;40004;41.166667,-4.0
2021-02-28;Valladolid;47430;12;6471;1059;47186;41.583333,-4.666667
2021-02-28;Palencia;17628;19;2026;414;34120;42.432128,-4.520647
2021-02-28;Soria;8752;16;1066;248;42173;41.666667,-2.666667
2021-02-28;Zamora;12637;1;1825;410;49275;41.75,-6.0
2021-02-28;Burgos;30654;31;3497;651;9059;42.383333,-3.666667
2021-02-28;León;37011;18;4784;1106;24089;42.666667,-6.0
2021-02-28;Salamanca;29825;25;3728;806;37274;40.833333,-6.0
2021-02-27;Ávila;11892;14;1646;322;5019;40.616092,-4.929031
2021-02-27;Palencia;17609;21;2025;413;34120;42.432128,-4.520647
2021-02-27;Zamora;12636;7;1825;410;49275;41.75,-6.0
2021-02-27;Burgos;30623;66;3495;651;9059;42.383333,-3.666667
2021-02-27;León;36993;75;4784;1106;24089;42.666667,-6.0
2021-02-27;Salamanca;29800;27;3719;805;37274;40.833333,-6.0
2021-02-27;Segovia;15362;17;1700;350;40004;41.166667,-4.0
2021-02-27;Soria;8736;20;1061;245;42173;41.666667,-2.666667
2021-02-27;Valladolid;47418;52;6466;1056;47186;41.583333,-4.666667
2021-02-26;Salamanca;29773;32;3687;802;37274;40.833333,-6.0
2021-02-26;Valladolid;47366;46;6440;1053;47186;41.583333,-4.666667
2021-02-26;Ávila;11878;10;1641;322;5019;40.616092,-4.929031
2021-02-26;León;36918;59;4769;1105;24089;42.666667,-6.0
2021-02-26;Segovia;15345;6;1696;350;40004;41.166667,-4.0
2021-02-26;Zamora;12629;7;1819;409;49275;41.75,-6.0
2021-02-26;Burgos;30557;58;3481;648;9059;42.383333,-3.666667
2021-02-26;Palencia;17588;16;2010;413;34120;42.432128,-4.520647
2021-02-26;Soria;8716;22;1050;244;42173;41.666667,-2.666667
2021-02-25;Burgos;30499;39;3471;648;9059;42.383333,-3.666667
2021-02-25;León;36859;88;4753;1103;24089;42.666667,-6.0
2021-02-25;Ávila;11868;8;1632;321;5019;40.616092,-4.929031
2021-02-25;Palencia;17572;16;1999;413;34120;42.432128,-4.520647
2021-02-25;Salamanca;29741;26;3678;799;37274;40.833333,-6.0
2021-02-25;Segovia;15339;19;1694;350;40004;41.166667,-4.0
2021-02-25;Soria;8694;26;1046;242;42173;41.666667,-2.666667
2021-02-25;Valladolid;47320;44;6424;1050;47186;41.583333,-4.666667
2021-02-25;Zamora;12622;18;1815;407;49275;41.75,-6.0
2021-02-24;Burgos;30460;53;3456;648;9059;42.383333,-3.666667
2021-02-24;Soria;8668;21;1039;240;42173;41.666667,-2.666667
2021-02-24;Zamora;12604;6;1809;406;49275;41.75,-6.0
2021-02-24;Ávila;11860;15;1623;320;5019;40.616092,-4.929031
2021-02-24;León;36771;114;4732;1097;24089;42.666667,-6.0
2021-02-24;Palencia;17556;14;1989;411;34120;42.432128,-4.520647
2021-02-24;Segovia;15320;21;1690;349;40004;41.166667,-4.0
2021-02-24;Salamanca;29715;48;3664;797;37274;40.833333,-6.0
2021-02-24;Valladolid;47276;51;6401;1046;47186;41.583333,-4.666667
2021-02-23;León;36657;83;4713;1094;24089;42.666667,-6.0
2021-02-23;Segovia;15299;14;1685;349;40004;41.166667,-4.0
2021-02-23;Zamora;12598;22;1806;406;49275;41.75,-6.0
2021-02-23;Ávila;11845;13;1621;319;5019;40.616092,-4.929031
2021-02-23;Burgos;30407;60;3449;648;9059;42.383333,-3.666667
2021-02-23;Salamanca;29667;51;3638;794;37274;40.833333,-6.0
2021-02-23;Soria;8647;22;1035;240;42173;41.666667,-2.666667
2021-02-23;Palencia;17542;19;1979;410;34120;42.432128,-4.520647
2021-02-23;Valladolid;47225;42;6371;1042;47186;41.583333,-4.666667
2021-02-22;Ávila;11832;10;1614;316;5019;40.616092,-4.929031
2021-02-22;León;36574;21;4700;1089;24089;42.666667,-6.0
2021-02-22;Palencia;17523;19;1966;407;34120;42.432128,-4.520647
2021-02-22;Segovia;15285;12;1681;349;40004;41.166667,-4.0
2021-02-22;Burgos;30347;31;3435;647;9059;42.383333,-3.666667
2021-02-22;Soria;8625;15;1024;239;42173;41.666667,-2.666667
2021-02-22;Valladolid;47183;19;6351;1039;47186;41.583333,-4.666667
2021-02-22;Zamora;12576;5;1797;405;49275;41.75,-6.0
2021-02-22;Salamanca;29616;12;3621;792;37274;40.833333,-6.0
2021-02-21;Burgos;30316;29;3433;646;9059;42.383333,-3.666667
2021-02-21;León;36553;56;4697;1087;24089;42.666667,-6.0
2021-02-21;Soria;8610;17;1022;239;42173;41.666667,-2.666667
2021-02-21;Zamora;12571;11;1796;405;49275;41.75,-6.0
2021-02-21;Ávila;11822;4;1611;313;5019;40.616092,-4.929031
2021-02-21;Palencia;17504;22;1964;407;34120;42.432128,-4.520647
2021-02-21;Segovia;15273;19;1681;349;40004;41.166667,-4.0
2021-02-21;Salamanca;29604;36;3618;792;37274;40.833333,-6.0
2021-02-21;Valladolid;47164;24;6344;1035;47186;41.583333,-4.666667
2021-02-20;Palencia;17482;49;1961;406;34120;42.432128,-4.520647
2021-02-20;Salamanca;29568;49;3612;790;37274;40.833333,-6.0
2021-02-20;Segovia;15254;34;1680;349;40004;41.166667,-4.0
2021-02-20;Zamora;12560;8;1796;405;49275;41.75,-6.0
2021-02-20;Ávila;11818;16;1609;312;5019;40.616092,-4.929031
2021-02-20;Burgos;30287;65;3431;645;9059;42.383333,-3.666667
2021-02-20;León;36496;81;4690;1082;24089;42.666667,-6.0
2021-02-20;Soria;8593;25;1021;238;42173;41.666667,-2.666667
2021-02-20;Valladolid;47140;42;6339;1033;47186;41.583333,-4.666667
2021-02-19;Ávila;11802;15;1595;310;5019;40.616092,-4.929031
2021-02-19;Segovia;15220;20;1668;349;40004;41.166667,-4.0
2021-02-19;Salamanca;29519;35;3581;788;37274;40.833333,-6.0
2021-02-19;Soria;8568;59;1012;237;42173;41.666667,-2.666667
2021-02-19;Burgos;30222;62;3413;645;9059;42.383333,-3.666667
2021-02-19;León;36414;98;4659;1076;24089;42.666667,-6.0
2021-02-19;Palencia;17433;39;1941;404;34120;42.432128,-4.520647
2021-02-19;Valladolid;47098;66;6309;1032;47186;41.583333,-4.666667
2021-02-19;Zamora;12552;12;1785;405;49275;41.75,-6.0
2021-02-18;Burgos;30160;82;3403;644;9059;42.383333,-3.666667
2021-02-18;Palencia;17394;24;1924;402;34120;42.432128,-4.520647
2021-02-18;Segovia;15200;25;1662;347;40004;41.166667,-4.0
2021-02-18;Soria;8509;33;1002;237;42173;41.666667,-2.666667
2021-02-18;Salamanca;29484;74;3563;786;37274;40.833333,-6.0
2021-02-18;Zamora;12540;14;1779;405;49275;41.75,-6.0
2021-02-18;Ávila;11787;47;1587;308;5019;40.616092,-4.929031
2021-02-18;León;36316;108;4622;1073;24089;42.666667,-6.0
2021-02-18;Valladolid;47032;67;6282;1030;47186;41.583333,-4.666667
2021-02-17;Burgos;30078;72;3393;644;9059;42.383333,-3.666667
2021-02-17;Salamanca;29410;89;3543;783;37274;40.833333,-6.0
2021-02-17;Segovia;15175;17;1657;344;40004;41.166667,-4.0
2021-02-17;Valladolid;46965;77;6241;1023;47186;41.583333,-4.666667
2021-02-17;León;36208;119;4573;1066;24089;42.666667,-6.0
2021-02-17;Soria;8476;47;994;235;42173;41.666667,-2.666667
2021-02-17;Ávila;11740;10;1580;308;5019;40.616092,-4.929031
2021-02-17;Palencia;17370;44;1901;397;34120;42.432128,-4.520647
2021-02-17;Zamora;12526;12;1770;403;49275;41.75,-6.0
2021-02-16;Soria;8429;42;984;234;42173;41.666667,-2.666667
2021-02-16;Valladolid;46888;79;6205;1017;47186;41.583333,-4.666667
2021-02-16;Ávila;11730;15;1566;307;5019;40.616092,-4.929031
2021-02-16;Burgos;30006;74;3375;642;9059;42.383333,-3.666667
2021-02-16;León;36089;113;4537;1062;24089;42.666667,-6.0
2021-02-16;Palencia;17326;54;1882;396;34120;42.432128,-4.520647
2021-02-16;Salamanca;29321;70;3516;780;37274;40.833333,-6.0
2021-02-16;Segovia;15158;29;1651;344;40004;41.166667,-4.0
2021-02-16;Zamora;12514;8;1757;403;49275;41.75,-6.0
2021-02-15;Palencia;17272;21;1861;394;34120;42.432128,-4.520647
2021-02-15;Valladolid;46809;26;6158;1017;47186;41.583333,-4.666667
2021-02-15;Ávila;11715;8;1548;303;5019;40.616092,-4.929031
2021-02-15;Burgos;29932;24;3359;639;9059;42.383333,-3.666667
2021-02-15;Salamanca;29251;35;3487;779;37274;40.833333,-6.0
2021-02-15;Segovia;15129;27;1637;342;40004;41.166667,-4.0
2021-02-15;León;35976;27;4499;1060;24089;42.666667,-6.0
2021-02-15;Soria;8387;23;975;231;42173;41.666667,-2.666667
2021-02-15;Zamora;12506;1;1742;402;49275;41.75,-6.0
2021-02-14;Palencia;17251;34;1856;392;34120;42.432128,-4.520647
2021-02-14;Valladolid;46783;46;6157;1017;47186;41.583333,-4.666667
2021-02-14;Burgos;29908;35;3359;639;9059;42.383333,-3.666667
2021-02-14;Soria;8364;35;972;230;42173;41.666667,-2.666667
2021-02-14;Ávila;11707;10;1545;300;5019;40.616092,-4.929031
2021-02-14;León;35949;74;4487;1054;24089;42.666667,-6.0
2021-02-14;Salamanca;29216;75;3478;777;37274;40.833333,-6.0
2021-02-14;Segovia;15102;34;1636;342;40004;41.166667,-4.0
2021-02-14;Zamora;12505;8;1741;401;49275;41.75,-6.0
2021-02-13;Ávila;11697;42;1543;300;5019;40.616092,-4.929031
2021-02-13;Burgos;29873;81;3356;638;9059;42.383333,-3.666667
2021-02-13;Segovia;15068;44;1632;342;40004;41.166667,-4.0
2021-02-13;Salamanca;29141;98;3467;775;37274;40.833333,-6.0
2021-02-13;Soria;8329;42;970;230;42173;41.666667,-2.666667
2021-02-13;Zamora;12497;18;1736;398;49275;41.75,-6.0
2021-02-13;León;35875;135;4478;1048;24089;42.666667,-6.0
2021-02-13;Palencia;17217;64;1851;389;34120;42.432128,-4.520647
2021-02-13;Valladolid;46737;139;6152;1015;47186;41.583333,-4.666667
2021-02-12;León;35740;135;4440;1045;24089;42.666667,-6.0
2021-02-12;Salamanca;29043;94;3422;768;37274;40.833333,-6.0
2021-02-12;Soria;8287;43;951;227;42173;41.666667,-2.666667
2021-02-12;Valladolid;46598;108;6106;1011;47186;41.583333,-4.666667
2021-02-12;Burgos;29792;94;3338;637;9059;42.383333,-3.666667
2021-02-12;Segovia;15024;43;1616;341;40004;41.166667,-4.0
2021-02-12;Ávila;11655;25;1520;297;5019;40.616092,-4.929031
2021-02-12;Palencia;17153;71;1816;385;34120;42.432128,-4.520647
2021-02-12;Zamora;12479;13;1724;398;49275;41.75,-6.0
2021-02-11;Ávila;11630;24;1509;295;5019;40.616092,-4.929031
2021-02-11;Burgos;29698;91;3323;634;9059;42.383333,-3.666667
2021-02-11;Zamora;12466;36;1715;397;49275;41.75,-6.0
2021-02-11;León;35605;208;4403;1038;24089;42.666667,-6.0
2021-02-11;Soria;8244;48;941;225;42173;41.666667,-2.666667
2021-02-11;Valladolid;46490;145;6052;1006;47186;41.583333,-4.666667
2021-02-11;Palencia;17082;100;1784;378;34120;42.432128,-4.520647
2021-02-11;Salamanca;28949;177;3391;764;37274;40.833333,-6.0
2021-02-11;Segovia;14981;51;1601;338;40004;41.166667,-4.0
2021-02-10;Palencia;16982;83;1763;377;34120;42.432128,-4.520647
2021-02-10;Segovia;14930;66;1581;337;40004;41.166667,-4.0
2021-02-10;Zamora;12430;53;1707;397;49275;41.75,-6.0
2021-02-10;Burgos;29607;108;3313;634;9059;42.383333,-3.666667
2021-02-10;Ávila;11606;40;1495;292;5019;40.616092,-4.929031
2021-02-10;León;35397;109;4351;1030;24089;42.666667,-6.0
2021-02-10;Salamanca;28772;165;3362;758;37274;40.833333,-6.0
2021-02-10;Soria;8196;36;937;224;42173;41.666667,-2.666667
2021-02-10;Valladolid;46345;180;6000;999;47186;41.583333,-4.666667
2021-02-09;Ávila;11566;46;1483;290;5019;40.616092,-4.929031
2021-02-09;León;35288;177;4294;1023;24089;42.666667,-6.0
2021-02-09;Palencia;16899;121;1733;373;34120;42.432128,-4.520647
2021-02-09;Segovia;14864;63;1567;335;40004;41.166667,-4.0
2021-02-09;Soria;8160;35;927;223;42173;41.666667,-2.666667
2021-02-09;Zamora;12377;20;1693;396;49275;41.75,-6.0
2021-02-09;Burgos;29499;126;3294;632;9059;42.383333,-3.666667
2021-02-09;Salamanca;28607;93;3319;752;37274;40.833333,-6.0
2021-02-09;Valladolid;46165;168;5935;984;47186;41.583333,-4.666667
2021-02-08;Burgos;29373;40;3280;630;9059;42.383333,-3.666667
2021-02-08;Ávila;11520;27;1465;289;5019;40.616092,-4.929031
2021-02-08;Salamanca;28514;34;3275;744;37274;40.833333,-6.0
2021-02-08;Segovia;14801;45;1548;333;40004;41.166667,-4.0
2021-02-08;Valladolid;45997;58;5861;980;47186;41.583333,-4.666667
2021-02-08;León;35111;162;4244;1016;24089;42.666667,-6.0
2021-02-08;Palencia;16778;59;1708;371;34120;42.432128,-4.520647
2021-02-08;Soria;8125;45;919;221;42173;41.666667,-2.666667
2021-02-08;Zamora;12357;24;1686;395;49275;41.75,-6.0
2021-02-07;Ávila;11493;17;1463;288;5019;40.616092,-4.929031
2021-02-07;Burgos;29333;65;3276;628;9059;42.383333,-3.666667
2021-02-07;León;34949;116;4232;1007;24089;42.666667,-6.0
2021-02-07;Palencia;16719;65;1707;370;34120;42.432128,-4.520647
2021-02-07;Salamanca;28480;107;3265;741;37274;40.833333,-6.0
2021-02-07;Segovia;14756;47;1545;331;40004;41.166667,-4.0
2021-02-07;Valladolid;45939;130;5843;972;47186;41.583333,-4.666667
2021-02-07;Zamora;12333;26;1685;395;49275;41.75,-6.0
2021-02-07;Soria;8080;33;913;219;42173;41.666667,-2.666667
2021-02-06;Burgos;29268;109;3271;627;9059;42.383333,-3.666667
2021-02-06;León;34833;259;4216;998;24089;42.666667,-6.0
2021-02-06;Segovia;14709;90;1536;329;40004;41.166667,-4.0
2021-02-06;Valladolid;45809;246;5831;967;47186;41.583333,-4.666667
2021-02-06;Ávila;11476;52;1458;286;5019;40.616092,-4.929031
2021-02-06;Palencia;16654;131;1705;368;34120;42.432128,-4.520647
2021-02-06;Salamanca;28373;168;3249;735;37274;40.833333,-6.0
2021-02-06;Soria;8047;60;908;215;42173;41.666667,-2.666667
2021-02-06;Zamora;12307;63;1680;392;49275;41.75,-6.0
2021-02-05;Burgos;29159;89;3245;623;9059;42.383333,-3.666667
2021-02-05;León;34574;386;4163;994;24089;42.666667,-6.0
2021-02-05;Palencia;16523;186;1665;366;34120;42.432128,-4.520647
2021-02-05;Salamanca;28205;225;3205;732;37274;40.833333,-6.0
2021-02-05;Ávila;11424;66;1435;284;5019;40.616092,-4.929031
2021-02-05;Segovia;14619;109;1517;329;40004;41.166667,-4.0
2021-02-05;Valladolid;45563;191;5760;962;47186;41.583333,-4.666667
2021-02-05;Soria;7987;80;899;213;42173;41.666667,-2.666667
2021-02-05;Zamora;12244;85;1656;388;49275;41.75,-6.0
2021-02-04;Salamanca;27980;274;3177;730;37274;40.833333,-6.0
2021-02-04;Zamora;12159;56;1637;387;49275;41.75,-6.0
2021-02-04;Burgos;29070;113;3225;619;9059;42.383333,-3.666667
2021-02-04;León;34188;365;4119;987;24089;42.666667,-6.0
2021-02-04;Soria;7907;66;892;212;42173;41.666667,-2.666667
2021-02-04;Valladolid;45372;276;5711;959;47186;41.583333,-4.666667
2021-02-04;Ávila;11358;66;1420;280;5019;40.616092,-4.929031
2021-02-04;Palencia;16337;193;1636;360;34120;42.432128,-4.520647
2021-02-04;Segovia;14510;124;1499;325;40004;41.166667,-4.0
2021-02-03;Ávila;11292;70;1408;280;5019;40.616092,-4.929031
2021-02-03;León;33823;429;4074;980;24089;42.666667,-6.0
2021-02-03;Palencia;16144;163;1613;357;34120;42.432128,-4.520647
2021-02-03;Segovia;14386;85;1480;324;40004;41.166667,-4.0
2021-02-03;Zamora;12103;104;1614;383;49275;41.75,-6.0
2021-02-03;Burgos;28957;120;3204;618;9059;42.383333,-3.666667
2021-02-03;Salamanca;27706;277;3145;723;37274;40.833333,-6.0
2021-02-03;Soria;7841;79;883;210;42173;41.666667,-2.666667
2021-02-03;Valladolid;45096;318;5626;949;47186;41.583333,-4.666667
2021-02-02;Burgos;28837;156;3190;615;9059;42.383333,-3.666667
2021-02-02;Soria;7762;76;874;209;42173;41.666667,-2.666667
2021-02-02;Valladolid;44778;417;5575;943;47186;41.583333,-4.666667
2021-02-02;Zamora;11999;32;1598;381;49275;41.75,-6.0
2021-02-02;Ávila;11222;77;1388;277;5019;40.616092,-4.929031
2021-02-02;Salamanca;27429;147;3117;717;37274;40.833333,-6.0
2021-02-02;Segovia;14301;115;1459;322;40004;41.166667,-4.0
2021-02-02;León;33394;266;4018;973;24089;42.666667,-6.0
2021-02-02;Palencia;15981;255;1600;355;34120;42.432128,-4.520647
2021-02-01;León;33128;147;3972;966;24089;42.666667,-6.0
2021-02-01;Palencia;15726;176;1573;354;34120;42.432128,-4.520647
2021-02-01;Zamora;11967;22;1583;379;49275;41.75,-6.0
2021-02-01;Ávila;11145;47;1373;276;5019;40.616092,-4.929031
2021-02-01;Burgos;28681;63;3173;612;9059;42.383333,-3.666667
2021-02-01;Valladolid;44361;134;5500;937;47186;41.583333,-4.666667
2021-02-01;Salamanca;27282;112;3080;712;37274;40.833333,-6.0
2021-02-01;Segovia;14186;80;1453;321;40004;41.166667,-4.0
2021-02-01;Soria;7686;103;858;203;42173;41.666667,-2.666667
2021-01-31;Ávila;11098;65;1370;273;5019;40.616092,-4.929031
2021-01-31;Palencia;15550;216;1565;349;34120;42.432128,-4.520647
2021-01-31;Salamanca;27170;202;3058;702;37274;40.833333,-6.0
2021-01-31;Soria;7583;93;851;200;42173;41.666667,-2.666667
2021-01-31;Zamora;11945;105;1577;375;49275;41.75,-6.0
2021-01-31;Segovia;14106;134;1450;319;40004;41.166667,-4.0
2021-01-31;Valladolid;44227;184;5480;929;47186;41.583333,-4.666667
2021-01-31;Burgos;28618;86;3168;610;9059;42.383333,-3.666667
2021-01-31;León;32981;296;3964;959;24089;42.666667,-6.0
2021-01-30;León;32685;521;3954;955;24089;42.666667,-6.0
2021-01-30;Valladolid;44043;435;5457;923;47186;41.583333,-4.666667
2021-01-30;Ávila;11033;70;1363;271;5019;40.616092,-4.929031
2021-01-30;Palencia;15334;337;1559;348;34120;42.432128,-4.520647
2021-01-30;Zamora;11840;155;1573;373;49275;41.75,-6.0
2021-01-30;Burgos;28532;156;3165;609;9059;42.383333,-3.666667
2021-01-30;Salamanca;26968;484;3039;695;37274;40.833333,-6.0
2021-01-30;Segovia;13972;146;1440;310;40004;41.166667,-4.0
2021-01-30;Soria;7490;77;846;197;42173;41.666667,-2.666667
2021-01-29;León;32164;463;3898;952;24089;42.666667,-6.0
2021-01-29;Ávila;10963;120;1338;267;5019;40.616092,-4.929031
2021-01-29;Salamanca;26484;349;3010;692;37274;40.833333,-6.0
2021-01-29;Segovia;13826;176;1415;308;40004;41.166667,-4.0
2021-01-29;Valladolid;43608;415;5381;916;47186;41.583333,-4.666667
2021-01-29;Burgos;28376;171;3143;608;9059;42.383333,-3.666667
2021-01-29;Palencia;14997;311;1526;340;34120;42.432128,-4.520647
2021-01-29;Soria;7413;77;834;197;42173;41.666667,-2.666667
2021-01-29;Zamora;11685;124;1565;372;49275;41.75,-6.0
2021-01-28;Ávila;10843;137;1322;266;5019;40.616092,-4.929031
2021-01-28;León;31701;616;3850;941;24089;42.666667,-6.0
2021-01-28;Soria;7336;90;828;195;42173;41.666667,-2.666667
2021-01-28;Valladolid;43193;530;5322;911;47186;41.583333,-4.666667
2021-01-28;Zamora;11561;192;1548;372;49275;41.75,-6.0
2021-01-28;Burgos;28205;162;3126;606;9059;42.383333,-3.666667
2021-01-28;Palencia;14686;346;1498;339;34120;42.432128,-4.520647
2021-01-28;Salamanca;26135;435;2982;684;37274;40.833333,-6.0
2021-01-28;Segovia;13650;202;1398;301;40004;41.166667,-4.0
2021-01-27;Burgos;28043;186;3110;604;9059;42.383333,-3.666667
2021-01-27;Palencia;14340;301;1474;334;34120;42.432128,-4.520647
2021-01-27;Soria;7246;81;824;194;42173;41.666667,-2.666667
2021-01-27;Ávila;10706;130;1312;266;5019;40.616092,-4.929031
2021-01-27;Segovia;13448;284;1382;300;40004;41.166667,-4.0
2021-01-27;Valladolid;42663;632;5262;905;47186;41.583333,-4.666667
2021-01-27;Zamora;11369;120;1525;368;49275;41.75,-6.0
2021-01-27;León;31085;581;3820;935;24089;42.666667,-6.0
2021-01-27;Salamanca;25700;396;2960;679;37274;40.833333,-6.0
2021-01-26;Soria;7165;83;818;194;42173;41.666667,-2.666667
2021-01-26;Zamora;11249;109;1514;365;49275;41.75,-6.0
2021-01-26;León;30504;429;3786;928;24089;42.666667,-6.0
2021-01-26;Palencia;14039;223;1452;332;34120;42.432128,-4.520647
2021-01-26;Salamanca;25304;419;2937;676;37274;40.833333,-6.0
2021-01-26;Segovia;13164;232;1360;298;40004;41.166667,-4.0
2021-01-26;Valladolid;42031;640;5193;895;47186;41.583333,-4.666667
2021-01-26;Ávila;10576;121;1301;265;5019;40.616092,-4.929031
2021-01-26;Burgos;27857;221;3095;602;9059;42.383333,-3.666667
2021-01-25;Palencia;13816;197;1432;326;34120;42.432128,-4.520647
2021-01-25;Salamanca;24885;227;2915;671;37274;40.833333,-6.0
2021-01-25;Soria;7082;71;810;192;42173;41.666667,-2.666667
2021-01-25;Ávila;10455;84;1287;263;5019;40.616092,-4.929031
2021-01-25;Burgos;27636;69;3079;600;9059;42.383333,-3.666667
2021-01-25;Segovia;12932;126;1349;295;40004;41.166667,-4.0
2021-01-25;Valladolid;41391;289;5153;892;47186;41.583333,-4.666667
2021-01-25;Zamora;11140;34;1505;365;49275;41.75,-6.0
2021-01-25;León;30075;235;3757;922;24089;42.666667,-6.0
2021-01-24;Ávila;10371;90;1280;262;5019;40.616092,-4.929031
2021-01-24;Salamanca;24658;375;2908;668;37274;40.833333,-6.0
2021-01-24;León;29840;452;3752;917;24089;42.666667,-6.0
2021-01-24;Soria;7011;73;808;190;42173;41.666667,-2.666667
2021-01-24;Valladolid;41102;354;5140;888;47186;41.583333,-4.666667
