fecha;provincia;casos_confirmados;nuevos_positivos;altas;fallecimientos;codigo_ine;Posicion
2022-10-23;Valladolid;191899;18;12312;1705;47186;41.583333,-4.666667
2022-10-22;Ávila;54021;9;3285;597;5019;40.616092,-4.929031
2022-10-22;Palencia;65088;18;4045;716;34120;42.432128,-4.520647
2022-10-22;Salamanca;114892;19;6766;1206;37274;40.833333,-6.0
2022-10-22;Soria;33973;7;2087;381;42173;41.666667,-2.666667
2022-10-22;Valladolid;191881;14;12311;1704;47186;41.583333,-4.666667
2022-10-22;Burgos;126558;9;7554;1101;9059;42.383333,-3.666667
2022-10-22;León;144177;37;9581;1697;24089;42.666667,-6.0
2022-10-22;Segovia;50742;8;2784;464;40004;41.166667,-4.0
2022-10-22;Zamora;55348;16;3718;682;49275;41.75,-6.0
2022-10-21;Palencia;65070;30;4038;716;34120;42.432128,-4.520647
2022-10-21;Salamanca;114873;46;6754;1206;37274;40.833333,-6.0
2022-10-21;Segovia;50734;6;2782;464;40004;41.166667,-4.0
2022-10-21;Valladolid;191867;55;12300;1704;47186;41.583333,-4.666667
2022-10-21;Burgos;126549;24;7551;1101;9059;42.383333,-3.666667
2022-10-21;Ávila;54012;36;3284;597;5019;40.616092,-4.929031
2022-10-21;León;144140;135;9567;1697;24089;42.666667,-6.0
2022-10-21;Soria;33966;8;2085;381;42173;41.666667,-2.666667
2022-10-21;Zamora;55332;25;3708;681;49275;41.75,-6.0
2022-10-20;Ávila;53965;36;3281;597;5019;40.616092,-4.929031
2022-10-20;Burgos;126524;24;7547;1101;9059;42.383333,-3.666667
2022-10-20;Salamanca;114791;39;6744;1206;37274;40.833333,-6.0
2022-10-20;Valladolid;191798;48;12294;1703;47186;41.583333,-4.666667
2022-10-20;León;144005;124;9555;1696;24089;42.666667,-6.0
2022-10-20;Zamora;55307;24;3706;681;49275;41.75,-6.0
2022-10-20;Palencia;65025;30;4032;715;34120;42.432128,-4.520647
2022-10-20;Segovia;50718;6;2778;464;40004;41.166667,-4.0
2022-10-20;Soria;33957;8;2084;381;42173;41.666667,-2.666667
2022-10-19;Salamanca;114752;45;6736;1204;37274;40.833333,-6.0
2022-10-19;León;143881;101;9537;1696;24089;42.666667,-6.0
2022-10-19;Segovia;50712;7;2775;464;40004;41.166667,-4.0
2022-10-19;Soria;33949;8;2082;381;42173;41.666667,-2.666667
2022-10-19;Ávila;53929;22;3272;595;5019;40.616092,-4.929031
2022-10-19;Burgos;126500;20;7543;1101;9059;42.383333,-3.666667
2022-10-19;Palencia;64995;26;4029;715;34120;42.432128,-4.520647
2022-10-19;Valladolid;191750;63;12287;1703;47186;41.583333,-4.666667
2022-10-19;Zamora;55283;28;3703;681;49275;41.75,-6.0
2022-10-18;Palencia;64969;40;4025;715;34120;42.432128,-4.520647
2022-10-18;Segovia;50705;11;2774;464;40004;41.166667,-4.0
2022-10-18;Ávila;53907;78;3269;595;5019;40.616092,-4.929031
2022-10-18;León;143780;131;9520;1696;24089;42.666667,-6.0
2022-10-18;Soria;33941;16;2080;381;42173;41.666667,-2.666667
2022-10-18;Valladolid;191687;52;12278;1703;47186;41.583333,-4.666667
2022-10-18;Burgos;126480;38;7541;1101;9059;42.383333,-3.666667
2022-10-18;Salamanca;114707;60;6730;1204;37274;40.833333,-6.0
2022-10-18;Zamora;55255;28;3700;681;49275;41.75,-6.0
2022-10-17;Burgos;126459;38;7534;1101;9059;42.383333,-3.666667
2022-10-17;Palencia;64918;39;4016;715;34120;42.432128,-4.520647
2022-10-17;Soria;33928;15;2079;381;42173;41.666667,-2.666667
2022-10-17;Ávila;53873;74;3262;595;5019;40.616092,-4.929031
2022-10-17;León;143639;128;9510;1695;24089;42.666667,-6.0
2022-10-17;Salamanca;114629;52;6728;1204;37274;40.833333,-6.0
2022-10-17;Segovia;50693;11;2773;464;40004;41.166667,-4.0
2022-10-17;Valladolid;191619;51;12268;1701;47186;41.583333,-4.666667
2022-10-17;Zamora;55223;27;3698;681;49275;41.75,-6.0
2022-10-16;León;143511;50;9505;1693;24089;42.666667,-6.0
2022-10-16;Salamanca;114577;25;6727;1204;37274;40.833333,-6.0
2022-10-16;Soria;33913;7;2079;381;42173;41.666667,-2.666667
2022-10-16;Ávila;53799;18;3262;595;5019;40.616092,-4.929031
2022-10-16;Segovia;50682;12;2773;464;40004;41.166667,-4.0
2022-10-16;Valladolid;191568;21;12267;1701;47186;41.583333,-4.666667
2022-10-16;Burgos;126421;9;7532;1099;9059;42.383333,-3.666667
2022-10-16;Palencia;64879;18;4016;715;34120;42.432128,-4.520647
2022-10-16;Zamora;55196;16;3698;681;49275;41.75,-6.0
2022-10-15;Palencia;64861;15;4016;715;34120;42.432128,-4.520647
2022-10-15;Valladolid;191547;20;12265;1699;47186;41.583333,-4.666667
2022-10-15;León;143461;74;9503;1693;24089;42.666667,-6.0
2022-10-15;Zamora;55180;10;3697;680;49275;41.75,-6.0
2022-10-15;Ávila;53781;14;3261;595;5019;40.616092,-4.929031
2022-10-15;Burgos;126412;7;7532;1099;9059;42.383333,-3.666667
2022-10-15;Salamanca;114552;15;6722;1204;37274;40.833333,-6.0
2022-10-15;Segovia;50670;4;2772;464;40004;41.166667,-4.0
2022-10-15;Soria;33906;6;2079;381;42173;41.666667,-2.666667
2022-10-14;Ávila;53767;49;3258;595;5019;40.616092,-4.929031
2022-10-14;Segovia;50666;14;2772;464;40004;41.166667,-4.0
2022-10-14;Soria;33900;12;2080;381;42173;41.666667,-2.666667
2022-10-14;Burgos;126405;24;7529;1099;9059;42.383333,-3.666667
2022-10-14;Salamanca;114537;53;6722;1204;37274;40.833333,-6.0
2022-10-14;Valladolid;191527;65;12266;1699;47186;41.583333,-4.666667
2022-10-14;León;143387;108;9504;1692;24089;42.666667,-6.0
2022-10-14;Palencia;64846;36;4011;715;34120;42.432128,-4.520647
2022-10-14;Zamora;55170;29;3702;680;49275;41.75,-6.0
2022-10-13;Ávila;53734;48;3253;594;5019;40.616092,-4.929031
2022-10-13;Burgos;126382;24;7527;1099;9059;42.383333,-3.666667
2022-10-13;León;143265;105;9483;1691;24089;42.666667,-6.0
2022-10-13;Soria;33881;12;2078;381;42173;41.666667,-2.666667
2022-10-13;Salamanca;114482;45;6718;1204;37274;40.833333,-6.0
2022-10-13;Palencia;64809;36;4005;714;34120;42.432128,-4.520647
2022-10-13;Segovia;50650;14;2770;464;40004;41.166667,-4.0
2022-10-13;Valladolid;191469;62;12251;1699;47186;41.583333,-4.666667
2022-10-13;Zamora;55132;28;3697;680;49275;41.75,-6.0
2022-10-12;León;143160;61;9481;1691;24089;42.666667,-6.0
2022-10-12;Zamora;55104;21;3696;679;49275;41.75,-6.0
2022-10-12;Ávila;53686;9;3253;594;5019;40.616092,-4.929031
2022-10-12;Palencia;64773;29;4004;714;34120;42.432128,-4.520647
2022-10-12;Salamanca;114437;21;6715;1204;37274;40.833333,-6.0
2022-10-12;Segovia;50636;2;2770;464;40004;41.166667,-4.0
2022-10-12;Burgos;126358;11;7525;1099;9059;42.383333,-3.666667
2022-10-12;Soria;33869;6;2078;381;42173;41.666667,-2.666667
2022-10-12;Valladolid;191407;21;12251;1699;47186;41.583333,-4.666667
2022-10-11;Ávila;53677;34;3251;594;5019;40.616092,-4.929031
2022-10-11;Burgos;126347;24;7524;1099;9059;42.383333,-3.666667
2022-10-11;Salamanca;114416;56;6712;1204;37274;40.833333,-6.0
2022-10-11;Soria;33863;21;2076;381;42173;41.666667,-2.666667
2022-10-11;Zamora;55083;45;3690;679;49275;41.75,-6.0
2022-10-11;León;143099;104;9469;1691;24089;42.666667,-6.0
2022-10-11;Palencia;64744;43;4001;713;34120;42.432128,-4.520647
2022-10-11;Valladolid;191386;76;12242;1699;47186;41.583333,-4.666667
2022-10-11;Segovia;50634;20;2768;464;40004;41.166667,-4.0
2022-10-10;Ávila;53658;34;3247;593;5019;40.616092,-4.929031
2022-10-10;Valladolid;191315;71;12239;1699;47186;41.583333,-4.666667
2022-10-10;Zamora;55056;42;3680;678;49275;41.75,-6.0
2022-10-10;León;142984;104;9458;1690;24089;42.666667,-6.0
2022-10-10;Palencia;64686;43;3995;713;34120;42.432128,-4.520647
2022-10-10;Soria;33847;21;2074;381;42173;41.666667,-2.666667
2022-10-10;Burgos;126322;24;7523;1099;9059;42.383333,-3.666667
2022-10-10;Salamanca;114359;45;6705;1204;37274;40.833333,-6.0
2022-10-10;Segovia;50620;20;2768;464;40004;41.166667,-4.0
2022-10-09;Ávila;53624;8;3246;592;5019;40.616092,-4.929031
2022-10-09;Burgos;126298;4;7523;1099;9059;42.383333,-3.666667
2022-10-09;Salamanca;114314;26;6705;1204;37274;40.833333,-6.0
2022-10-09;Soria;33826;12;2074;381;42173;41.666667,-2.666667
2022-10-09;León;142880;60;9453;1689;24089;42.666667,-6.0
2022-10-09;Palencia;64643;26;3994;712;34120;42.432128,-4.520647
2022-10-09;Segovia;50600;7;2768;464;40004;41.166667,-4.0
2022-10-09;Valladolid;191244;34;12234;1696;47186;41.583333,-4.666667
2022-10-09;Zamora;55014;16;3679;678;49275;41.75,-6.0
2022-10-08;Ávila;53616;15;3245;591;5019;40.616092,-4.929031
2022-10-08;León;142820;47;9448;1689;24089;42.666667,-6.0
2022-10-08;Soria;33814;9;2073;381;42173;41.666667,-2.666667
2022-10-08;Valladolid;191210;26;12229;1695;47186;41.583333,-4.666667
2022-10-08;Zamora;54998;18;3683;679;49275;41.75,-6.0
2022-10-08;Burgos;126294;7;7523;1099;9059;42.383333,-3.666667
2022-10-08;Salamanca;114288;23;6704;1204;37274;40.833333,-6.0
2022-10-08;Palencia;64617;20;3992;711;34120;42.432128,-4.520647
2022-10-08;Segovia;50593;4;2768;464;40004;41.166667,-4.0
2022-10-07;Palencia;64597;32;3987;711;34120;42.432128,-4.520647
2022-10-07;Zamora;54980;25;3678;678;49275;41.75,-6.0
2022-10-07;Burgos;126287;27;7520;1099;9059;42.383333,-3.666667
2022-10-07;Salamanca;114265;48;6700;1203;37274;40.833333,-6.0
2022-10-07;Segovia;50589;11;2761;464;40004;41.166667,-4.0
2022-10-07;Soria;33805;11;2072;381;42173;41.666667,-2.666667
2022-10-07;Valladolid;191184;82;12223;1695;47186;41.583333,-4.666667
2022-10-07;Ávila;53601;26;3242;591;5019;40.616092,-4.929031
2022-10-07;León;142773;117;9437;1688;24089;42.666667,-6.0
2022-10-06;Ávila;53562;25;3239;591;5019;40.616092,-4.929031
2022-10-06;Valladolid;191075;64;12213;1695;47186;41.583333,-4.666667
2022-10-06;León;142655;77;9426;1687;24089;42.666667,-6.0
2022-10-06;Palencia;64557;29;3980;711;34120;42.432128,-4.520647
2022-10-06;Burgos;126267;25;7514;1099;9059;42.383333,-3.666667
2022-10-06;Salamanca;114208;40;6694;1203;37274;40.833333,-6.0
2022-10-06;Segovia;50565;10;2761;464;40004;41.166667,-4.0
2022-10-06;Soria;33792;11;2071;381;42173;41.666667,-2.666667
2022-10-06;Zamora;54940;20;3674;678;49275;41.75,-6.0
2022-10-05;Soria;33781;20;2067;381;42173;41.666667,-2.666667
2022-10-05;Zamora;54920;34;3674;678;49275;41.75,-6.0
2022-10-05;Ávila;53537;21;3239;591;5019;40.616092,-4.929031
2022-10-05;León;142578;55;9422;1686;24089;42.666667,-6.0
2022-10-05;Palencia;64528;39;3977;711;34120;42.432128,-4.520647
2022-10-05;Segovia;50555;12;2760;464;40004;41.166667,-4.0
2022-10-05;Burgos;126242;22;7513;1099;9059;42.383333,-3.666667
2022-10-05;Salamanca;114168;40;6690;1203;37274;40.833333,-6.0
2022-10-05;Valladolid;191011;58;12203;1694;47186;41.583333,-4.666667
2022-10-04;Ávila;53516;42;3237;591;5019;40.616092,-4.929031
2022-10-04;Burgos;126220;16;7508;1098;9059;42.383333,-3.666667
2022-10-04;Salamanca;114128;52;6687;1203;37274;40.833333,-6.0
2022-10-04;Segovia;50543;11;2760;464;40004;41.166667,-4.0
2022-10-04;Zamora;54886;28;3673;678;49275;41.75,-6.0
2022-10-04;León;142523;103;9417;1686;24089;42.666667,-6.0
2022-10-04;Soria;33761;17;2064;381;42173;41.666667,-2.666667
2022-10-04;Valladolid;190953;67;12191;1694;47186;41.583333,-4.666667
2022-10-04;Palencia;64489;46;3977;711;34120;42.432128,-4.520647
2022-10-03;Ávila;53495;39;3235;590;5019;40.616092,-4.929031
2022-10-03;León;142439;82;9412;1685;24089;42.666667,-6.0
2022-10-03;Palencia;64450;41;3973;710;34120;42.432128,-4.520647
2022-10-03;Soria;33745;15;2064;381;42173;41.666667,-2.666667
2022-10-03;Burgos;126198;13;7505;1098;9059;42.383333,-3.666667
2022-10-03;Zamora;54864;22;3671;678;49275;41.75,-6.0
2022-10-03;Salamanca;114074;40;6684;1203;37274;40.833333,-6.0
2022-10-03;Segovia;50526;11;2760;464;40004;41.166667,-4.0
2022-10-03;Valladolid;190884;60;12183;1694;47186;41.583333,-4.666667
2022-10-02;León;142357;34;9408;1685;24089;42.666667,-6.0
2022-10-02;Salamanca;114034;9;6681;1203;37274;40.833333,-6.0
2022-10-02;Segovia;50515;8;2760;464;40004;41.166667,-4.0
2022-10-02;Soria;33730;2;2064;381;42173;41.666667,-2.666667
2022-10-02;Zamora;54842;12;3671;678;49275;41.75,-6.0
2022-10-02;Burgos;126185;11;7504;1098;9059;42.383333,-3.666667
2022-10-02;Palencia;64409;13;3973;710;34120;42.432128,-4.520647
2022-10-02;Valladolid;190824;21;12181;1694;47186;41.583333,-4.666667
2022-10-02;Ávila;53456;12;3235;590;5019;40.616092,-4.929031
2022-10-01;León;142323;34;9405;1685;24089;42.666667,-6.0
2022-10-01;Palencia;64396;14;3972;710;34120;42.432128,-4.520647
2022-10-01;Segovia;50507;2;2759;463;40004;41.166667,-4.0
2022-10-01;Valladolid;190803;18;12179;1694;47186;41.583333,-4.666667
2022-10-01;Zamora;54830;13;3670;678;49275;41.75,-6.0
2022-10-01;Ávila;53444;14;3234;590;5019;40.616092,-4.929031
2022-10-01;Burgos;126174;7;7503;1098;9059;42.383333,-3.666667
2022-10-01;Salamanca;114025;11;6678;1201;37274;40.833333,-6.0
2022-10-01;Soria;33728;8;2064;381;42173;41.666667,-2.666667
2022-09-30;León;142289;63;9400;1685;24089;42.666667,-6.0
2022-09-30;Palencia;64382;30;3968;709;34120;42.432128,-4.520647
2022-09-30;Valladolid;190785;62;12177;1694;47186;41.583333,-4.666667
2022-09-30;Ávila;53430;13;3233;590;5019;40.616092,-4.929031
2022-09-30;Burgos;126167;17;7501;1098;9059;42.383333,-3.666667
2022-09-30;Soria;33720;7;2061;380;42173;41.666667,-2.666667
2022-09-30;Zamora;54817;25;3666;678;49275;41.75,-6.0
2022-09-30;Salamanca;114014;20;6673;1201;37274;40.833333,-6.0
2022-09-30;Segovia;50505;11;2756;463;40004;41.166667,-4.0
2022-09-29;Ávila;53416;11;3228;590;5019;40.616092,-4.929031
2022-09-29;Burgos;126144;17;7499;1098;9059;42.383333,-3.666667
2022-09-29;Salamanca;113969;15;6670;1201;37274;40.833333,-6.0
2022-09-29;Soria;33701;6;2056;380;42173;41.666667,-2.666667
2022-09-29;Zamora;54792;23;3661;678;49275;41.75,-6.0
2022-09-29;León;142218;46;9396;1685;24089;42.666667,-6.0
2022-09-29;Palencia;64339;25;3967;709;34120;42.432128,-4.520647
2022-09-29;Segovia;50495;9;2756;463;40004;41.166667,-4.0
2022-09-29;Valladolid;190717;59;12172;1692;47186;41.583333,-4.666667
2022-09-28;León;142172;63;9390;1685;24089;42.666667,-6.0
2022-09-28;Soria;33695;9;2056;380;42173;41.666667,-2.666667
2022-09-28;Valladolid;190658;59;12169;1692;47186;41.583333,-4.666667
2022-09-28;Palencia;64314;29;3964;709;34120;42.432128,-4.520647
2022-09-28;Segovia;50486;5;2756;463;40004;41.166667,-4.0
2022-09-28;Ávila;53405;14;3225;590;5019;40.616092,-4.929031
2022-09-28;Burgos;126127;12;7498;1098;9059;42.383333,-3.666667
2022-09-28;Salamanca;113954;31;6667;1201;37274;40.833333,-6.0
2022-09-28;Zamora;54769;24;3660;678;49275;41.75,-6.0
2022-09-27;Burgos;126115;16;7495;1098;9059;42.383333,-3.666667
2022-09-27;Palencia;64285;31;3958;707;34120;42.432128,-4.520647
2022-09-27;Segovia;50481;9;2756;463;40004;41.166667,-4.0
2022-09-27;Ávila;53391;20;3221;590;5019;40.616092,-4.929031
2022-09-27;León;142109;55;9384;1685;24089;42.666667,-6.0
2022-09-27;Soria;33686;17;2055;380;42173;41.666667,-2.666667
2022-09-27;Valladolid;190599;56;12164;1692;47186;41.583333,-4.666667
2022-09-27;Salamanca;113923;35;6661;1201;37274;40.833333,-6.0
2022-09-27;Zamora;54745;16;3659;678;49275;41.75,-6.0
2022-09-26;Ávila;53370;18;3218;590;5019;40.616092,-4.929031
2022-09-26;Burgos;126101;12;7493;1098;9059;42.383333,-3.666667
2022-09-26;Soria;33680;15;2055;380;42173;41.666667,-2.666667
2022-09-26;Valladolid;190539;48;12157;1692;47186;41.583333,-4.666667
2022-09-26;León;142048;44;9376;1685;24089;42.666667,-6.0
2022-09-26;Palencia;64260;30;3957;707;34120;42.432128,-4.520647
2022-09-26;Zamora;54710;12;3657;678;49275;41.75,-6.0
2022-09-26;Salamanca;113884;27;6654;1201;37274;40.833333,-6.0
2022-09-26;Segovia;50470;9;2754;462;40004;41.166667,-4.0
2022-09-25;León;142004;32;9372;1685;24089;42.666667,-6.0
2022-09-25;Soria;33665;4;2054;380;42173;41.666667,-2.666667
2022-09-25;Valladolid;190491;19;12155;1692;47186;41.583333,-4.666667
2022-09-25;Zamora;54698;9;3657;678;49275;41.75,-6.0
2022-09-25;Ávila;53352;8;3217;590;5019;40.616092,-4.929031
2022-09-25;Burgos;126089;11;7493;1098;9059;42.383333,-3.666667
2022-09-25;Palencia;64230;10;3957;707;34120;42.432128,-4.520647
2022-09-25;Salamanca;113857;15;6654;1201;37274;40.833333,-6.0
2022-09-25;Segovia;50461;5;2754;462;40004;41.166667,-4.0
2022-09-24;Burgos;126078;7;7492;1098;9059;42.383333,-3.666667
2022-09-24;Palencia;64220;23;3957;707;34120;42.432128,-4.520647
2022-09-24;Soria;33661;2;2053;380;42173;41.666667,-2.666667
2022-09-24;Valladolid;190472;29;12154;1692;47186;41.583333,-4.666667
2022-09-24;León;141972;31;9370;1685;24089;42.666667,-6.0
2022-09-24;Zamora;54689;10;3656;678;49275;41.75,-6.0
2022-09-24;Ávila;53344;3;3216;590;5019;40.616092,-4.929031
2022-09-24;Salamanca;113842;17;6652;1200;37274;40.833333,-6.0
2022-09-24;Segovia;50456;4;2754;462;40004;41.166667,-4.0
2022-09-23;León;141941;49;9365;1685;24089;42.666667,-6.0
2022-09-23;Valladolid;190443;30;12142;1691;47186;41.583333,-4.666667
2022-09-23;Zamora;54679;33;3654;678;49275;41.75,-6.0
2022-09-23;Ávila;53341;26;3213;589;5019;40.616092,-4.929031
2022-09-23;Burgos;126071;8;7490;1098;9059;42.383333,-3.666667
2022-09-23;Salamanca;113825;52;6644;1200;37274;40.833333,-6.0
2022-09-23;Segovia;50452;8;2754;462;40004;41.166667,-4.0
2022-09-23;Palencia;64197;24;3956;707;34120;42.432128,-4.520647
2022-09-23;Soria;33659;8;2050;379;42173;41.666667,-2.666667
2022-09-22;León;141866;41;9356;1684;24089;42.666667,-6.0
2022-09-22;Segovia;50446;8;2754;462;40004;41.166667,-4.0
2022-09-22;Zamora;54661;28;3654;678;49275;41.75,-6.0
2022-09-22;Ávila;53329;22;3213;589;5019;40.616092,-4.929031
2022-09-22;Burgos;126062;6;7490;1098;9059;42.383333,-3.666667
2022-09-22;Palencia;64159;21;3955;707;34120;42.432128,-4.520647
2022-09-22;Salamanca;113761;40;6636;1200;37274;40.833333,-6.0
2022-09-22;Soria;33652;8;2048;379;42173;41.666667,-2.666667
2022-09-22;Valladolid;190381;29;12141;1691;47186;41.583333,-4.666667
2022-09-21;Ávila;53307;17;3210;588;5019;40.616092,-4.929031
2022-09-21;Palencia;64138;26;3953;707;34120;42.432128,-4.520647
2022-09-21;Zamora;54633;13;3650;678;49275;41.75,-6.0
2022-09-21;Burgos;126056;13;7485;1098;9059;42.383333,-3.666667
2022-09-21;León;141825;29;9350;1684;24089;42.666667,-6.0
2022-09-21;Salamanca;113721;51;6632;1199;37274;40.833333,-6.0
2022-09-21;Segovia;50438;11;2754;462;40004;41.166667,-4.0
2022-09-21;Soria;33644;9;2047;379;42173;41.666667,-2.666667
2022-09-21;Valladolid;190352;52;12135;1690;47186;41.583333,-4.666667
2022-09-20;Ávila;53290;18;3208;587;5019;40.616092,-4.929031
2022-09-20;Burgos;126043;10;7480;1098;9059;42.383333,-3.666667
2022-09-20;León;141796;31;9341;1684;24089;42.666667,-6.0
2022-09-20;Salamanca;113670;54;6629;1199;37274;40.833333,-6.0
2022-09-20;Segovia;50427;9;2752;462;40004;41.166667,-4.0
2022-09-20;Soria;33635;11;2047;379;42173;41.666667,-2.666667
2022-09-20;Valladolid;190300;62;12131;1689;47186;41.583333,-4.666667
2022-09-20;Palencia;64112;34;3951;707;34120;42.432128,-4.520647
2022-09-20;Zamora;54620;19;3648;677;49275;41.75,-6.0
2022-09-19;Salamanca;113618;33;6627;1199;37274;40.833333,-6.0
2022-09-19;Zamora;54604;17;3643;676;49275;41.75,-6.0
2022-09-19;Burgos;126028;6;7477;1098;9059;42.383333,-3.666667
2022-09-19;Palencia;64065;31;3949;707;34120;42.432128,-4.520647
2022-09-19;Ávila;53269;15;3207;587;5019;40.616092,-4.929031
2022-09-19;León;141753;24;9332;1683;24089;42.666667,-6.0
2022-09-19;Segovia;50418;9;2750;462;40004;41.166667,-4.0
2022-09-19;Soria;33631;11;2046;379;42173;41.666667,-2.666667
2022-09-19;Valladolid;190238;60;12130;1689;47186;41.583333,-4.666667
2022-09-18;Burgos;126022;7;7476;1098;9059;42.383333,-3.666667
2022-09-18;Palencia;64034;23;3949;707;34120;42.432128,-4.520647
2022-09-18;Salamanca;113585;24;6626;1199;37274;40.833333,-6.0
2022-09-18;Segovia;50409;8;2750;462;40004;41.166667,-4.0
2022-09-18;Soria;33620;5;2046;379;42173;41.666667,-2.666667
2022-09-18;Valladolid;190178;22;12127;1686;47186;41.583333,-4.666667
2022-09-18;Ávila;53254;0;3205;585;5019;40.616092,-4.929031
2022-09-18;León;141729;16;9330;1683;24089;42.666667,-6.0
2022-09-18;Zamora;54587;11;3643;676;49275;41.75,-6.0
2022-09-17;Burgos;126015;11;7476;1098;9059;42.383333,-3.666667
2022-09-17;Salamanca;113561;19;6625;1199;37274;40.833333,-6.0
2022-09-17;Valladolid;190156;25;12126;1686;47186;41.583333,-4.666667
2022-09-17;León;141713;20;9326;1682;24089;42.666667,-6.0
2022-09-17;Palencia;64011;26;3947;707;34120;42.432128,-4.520647
2022-09-17;Zamora;54576;14;3643;676;49275;41.75,-6.0
2022-09-17;Ávila;53254;1;3203;583;5019;40.616092,-4.929031
2022-09-17;Segovia;50401;3;2749;462;40004;41.166667,-4.0
2022-09-17;Soria;33615;0;2046;379;42173;41.666667,-2.666667
2022-09-16;Burgos;126004;17;7474;1098;9059;42.383333,-3.666667
2022-09-16;Ávila;53253;12;3201;583;5019;40.616092,-4.929031
2022-09-16;Salamanca;113542;44;6621;1199;37274;40.833333,-6.0
2022-09-16;Segovia;50398;8;2749;462;40004;41.166667,-4.0
2022-09-16;Soria;33615;3;2046;379;42173;41.666667,-2.666667
2022-09-16;Zamora;54562;14;3638;676;49275;41.75,-6.0
2022-09-16;León;141693;32;9322;1682;24089;42.666667,-6.0
2022-09-16;Palencia;63985;49;3939;706;34120;42.432128,-4.520647
2022-09-16;Valladolid;190131;50;12121;1686;47186;41.583333,-4.666667
2022-09-15;Burgos;125991;16;7472;1098;9059;42.383333,-3.666667
2022-09-15;Segovia;50383;8;2749;462;40004;41.166667,-4.0
2022-09-15;Soria;33610;3;2045;379;42173;41.666667,-2.666667
2022-09-15;Ávila;53240;11;3200;583;5019;40.616092,-4.929031
2022-09-15;Valladolid;190064;45;12113;1685;47186;41.583333,-4.666667
2022-09-15;Zamora;54538;12;3637;676;49275;41.75,-6.0
2022-09-15;León;141626;27;9320;1682;24089;42.666667,-6.0
2022-09-15;Palencia;63946;44;3936;705;34120;42.432128,-4.520647
2022-09-15;Salamanca;113471;35;6616;1199;37274;40.833333,-6.0
2022-09-14;Ávila;53229;10;3198;582;5019;40.616092,-4.929031
2022-09-14;Zamora;54526;22;3632;676;49275;41.75,-6.0
2022-09-14;Burgos;125975;16;7468;1097;9059;42.383333,-3.666667
2022-09-14;León;141599;25;9314;1681;24089;42.666667,-6.0
2022-09-14;Segovia;50375;6;2747;462;40004;41.166667,-4.0
2022-09-14;Soria;33607;5;2044;379;42173;41.666667,-2.666667
2022-09-14;Palencia;63902;40;3934;705;34120;42.432128,-4.520647
2022-09-14;Salamanca;113436;50;6607;1198;37274;40.833333,-6.0
2022-09-14;Valladolid;190019;46;12108;1684;47186;41.583333,-4.666667
2022-09-13;Soria;33602;4;2042;379;42173;41.666667,-2.666667
2022-09-13;Valladolid;189973;52;12102;1684;47186;41.583333,-4.666667
2022-09-13;León;141574;30;9312;1681;24089;42.666667,-6.0
2022-09-13;Segovia;50369;11;2747;462;40004;41.166667,-4.0
2022-09-13;Zamora;54504;25;3626;676;49275;41.75,-6.0
2022-09-13;Ávila;53219;18;3195;582;5019;40.616092,-4.929031
2022-09-13;Burgos;125959;15;7467;1097;9059;42.383333,-3.666667
2022-09-13;Palencia;63862;37;3933;705;34120;42.432128,-4.520647
2022-09-13;Salamanca;113386;61;6601;1198;37274;40.833333,-6.0
2022-09-12;Burgos;125938;13;7463;1096;9059;42.383333,-3.666667
2022-09-12;Palencia;63820;31;3928;705;34120;42.432128,-4.520647
2022-09-12;Salamanca;113333;44;6596;1197;37274;40.833333,-6.0
2022-09-12;Soria;33593;4;2041;379;42173;41.666667,-2.666667
2022-09-12;Valladolid;189928;41;12097;1684;47186;41.583333,-4.666667
2022-09-12;Ávila;53202;13;3193;582;5019;40.616092,-4.929031
2022-09-12;León;141531;22;9310;1681;24089;42.666667,-6.0
2022-09-12;Segovia;50362;11;2746;462;40004;41.166667,-4.0
2022-09-12;Zamora;54487;23;3622;676;49275;41.75,-6.0
2022-09-11;Ávila;53189;9;3192;581;5019;40.616092,-4.929031
2022-09-11;Segovia;50351;3;2746;462;40004;41.166667,-4.0
2022-09-11;Zamora;54464;15;3622;676;49275;41.75,-6.0
2022-09-11;Burgos;125925;5;7463;1096;9059;42.383333,-3.666667
2022-09-11;León;141509;19;9306;1680;24089;42.666667,-6.0
2022-09-11;Palencia;63789;15;3928;705;34120;42.432128,-4.520647
2022-09-11;Salamanca;113289;15;6592;1194;37274;40.833333,-6.0
2022-09-11;Soria;33589;2;2041;379;42173;41.666667,-2.666667
2022-09-11;Valladolid;189887;15;12097;1684;47186;41.583333,-4.666667
2022-09-10;Ávila;53180;5;3191;581;5019;40.616092,-4.929031
2022-09-10;Salamanca;113274;22;6590;1193;37274;40.833333,-6.0
2022-09-10;Segovia;50348;3;2746;462;40004;41.166667,-4.0
2022-09-10;Burgos;125920;2;7463;1096;9059;42.383333,-3.666667
2022-09-10;León;141490;26;9302;1678;24089;42.666667,-6.0
2022-09-10;Soria;33587;2;2041;379;42173;41.666667,-2.666667
2022-09-10;Valladolid;189872;14;12097;1684;47186;41.583333,-4.666667
2022-09-10;Zamora;54449;18;3621;676;49275;41.75,-6.0
2022-09-10;Palencia;63774;11;3925;705;34120;42.432128,-4.520647
2022-09-09;Ávila;53175;20;3188;580;5019;40.616092,-4.929031
2022-09-09;Palencia;63763;29;3918;705;34120;42.432128,-4.520647
2022-09-09;Valladolid;189858;22;12089;1684;47186;41.583333,-4.666667
